sample_accession	run_accession	library_layout
SRS2166932	SRR5509129	SINGLE
SRS2166942	SRR5509139	SINGLE
SRS2166948	SRR5509146	SINGLE
SRS2166951	SRR5509147	SINGLE
SRS2166956	SRR5509152	SINGLE
SRS3106644	SRR6916792	PAIRED
SRS3106669	SRR6916817	PAIRED
SRS3106681	SRR6916829	PAIRED
SRS3106683	SRR6916831	PAIRED
SRS3106689	SRR6916837	PAIRED
SRS3106693	SRR6916841	PAIRED
SRS3106694	SRR6916842	PAIRED
SRS3106716	SRR6916864	PAIRED
SRS3371558	SRR7254622	SINGLE
SRS3669096	SRR7692553	PAIRED
SRS3669101	SRR7692558	PAIRED
SRS3675004	SRR7699800	PAIRED
SRS3675011	SRR7699807	PAIRED
SRS3675022	SRR7699818	PAIRED
SRS3675025	SRR7699820	PAIRED
SRS3675026	SRR7699822	PAIRED
SRS3675034	SRR7699831	PAIRED
SRS3675035	SRR7699833	PAIRED
SRS3675040	SRR7699836	PAIRED
SRS3675044	SRR7699837	PAIRED
SRS3675049	SRR7699848	PAIRED
SRS3675066	SRR7699863	PAIRED
SRS3675074	SRR7699868	PAIRED
SRS3675075	SRR7699871	PAIRED
SRS3675076	SRR7699872	PAIRED
SRS3675078	SRR7699874	PAIRED
SRS3675079	SRR7699875	PAIRED
SRS3675083	SRR7699880	PAIRED
SRS3675091	SRR7699888	PAIRED
SRS3675096	SRR7699893	PAIRED
SRS3675097	SRR7699894	PAIRED
SRS3675139	SRR7699939	PAIRED
SRS3675145	SRR7699943	PAIRED
SRS3675150	SRR7699947	PAIRED
SRS3675166	SRR7699963	PAIRED
SRS3675178	SRR7699973	PAIRED
SRS3675193	SRR7699988	PAIRED
SRS3675197	SRR7699993	PAIRED
SRS3675229	SRR7700024	PAIRED
SRS3675231	SRR7700026	PAIRED
SRS3675248	SRR7700048	PAIRED
SRS3675258	SRR7700050	PAIRED
SRS3675254	SRR7700051	PAIRED
SRS3675286	SRR7700084	PAIRED
SRS3675293	SRR7700089	PAIRED
SRS3675299	SRR7700094	PAIRED
SRS3675308	SRR7700104	PAIRED
SRS3675315	SRR7700111	PAIRED
SRS3675335	SRR7700132	PAIRED
SRS3675345	SRR7700142	PAIRED
SRS3675347	SRR7700144	PAIRED
SRS3675349	SRR7700146	PAIRED
SRS3675357	SRR7700152	PAIRED
SRS3675364	SRR7700158	PAIRED
SRS3675377	SRR7700174	PAIRED
SRS3675389	SRR7700185	PAIRED
SRS3675399	SRR7700195	PAIRED
SRS3675398	SRR7700196	PAIRED
SRS3675415	SRR7700213	PAIRED
SRS3675424	SRR7700224	PAIRED
SRS3675445	SRR7700242	PAIRED
SRS3675449	SRR7700245	PAIRED
SRS3675463	SRR7700258	PAIRED
SRS3675467	SRR7700264	PAIRED
SRS3675475	SRR7700270	PAIRED
SRS3675474	SRR7700273	PAIRED
SRS3675483	SRR7700280	PAIRED
SRS3675487	SRR7700284	PAIRED
SRS3675508	SRR7700304	PAIRED
SRS3675511	SRR7700306	PAIRED
SRS3675524	SRR7700321	PAIRED
SRS3675550	SRR7700347	PAIRED
SRS3675740	SRR7700352	PAIRED
SRS3675563	SRR7700360	PAIRED
SRS3675566	SRR7700363	PAIRED
SRS3675573	SRR7700373	PAIRED
SRS3675579	SRR7700377	PAIRED
SRS3675602	SRR7700400	PAIRED
SRS3675607	SRR7700407	PAIRED
SRS3675618	SRR7700416	PAIRED
SRS3675621	SRR7700418	PAIRED
SRS3675625	SRR7700425	PAIRED
SRS3675630	SRR7700427	PAIRED
SRS3675632	SRR7700430	PAIRED
SRS3675640	SRR7700440	PAIRED
SRS3675642	SRR7700441	PAIRED
SRS3675650	SRR7700450	PAIRED
SRS3675660	SRR7700458	PAIRED
SRS3675677	SRR7700475	PAIRED
SRS3675692	SRR7700491	PAIRED
SRS3675707	SRR7700505	PAIRED
SRS3675713	SRR7700513	PAIRED
SRS3675725	SRR7700527	PAIRED
SRS3675729	SRR7700528	PAIRED
SRS3675742	SRR7700540	PAIRED
SRS3675744	SRR7700544	PAIRED
SRS3675852	SRR7700545	PAIRED
SRS3675759	SRR7700556	PAIRED
SRS3675760	SRR7700557	PAIRED
SRS3675767	SRR7700563	PAIRED
SRS3675774	SRR7700569	PAIRED
SRS3675796	SRR7700596	PAIRED
SRS3675805	SRR7700604	PAIRED
SRS3675808	SRR7700606	PAIRED
SRS3675833	SRR7700632	PAIRED
SRS3698223	SRR7733533	PAIRED
SRS3698226	SRR7733537	PAIRED
SRS3698231	SRR7733543	PAIRED
SRS3698262	SRR7733545	PAIRED
SRS3729727	SRR7773413	SINGLE
SRS3729729	SRR7773415	SINGLE
SRS3731641	SRR7775499	SINGLE
SRS3731667	SRR7775525	SINGLE
SRS3731682	SRR7775540	SINGLE
SRS3731708	SRR7775566	SINGLE
SRS3731717	SRR7775575	SINGLE
SRS3731719	SRR7775576	SINGLE
SRS3731741	SRR7775599	SINGLE
SRS3731766	SRR7775624	SINGLE
SRS3731772	SRR7775629	SINGLE
SRS3731776	SRR7775633	SINGLE
SRS3731793	SRR7775651	SINGLE
SRS3731799	SRR7775657	SINGLE
SRS3731800	SRR7775658	SINGLE
SRS3731825	SRR7775683	SINGLE
SRS3731834	SRR7775692	SINGLE
SRS3731846	SRR7775704	SINGLE
SRS3731856	SRR7775714	SINGLE
SRS3731863	SRR7775721	SINGLE
SRS3731865	SRR7775723	SINGLE
SRS3731872	SRR7775730	SINGLE
SRS3731883	SRR7775741	SINGLE
SRS3731886	SRR7775745	SINGLE
SRS3731890	SRR7775748	SINGLE
SRS3731896	SRR7775753	SINGLE
SRS3731915	SRR7775773	SINGLE
SRS3731922	SRR7775780	SINGLE
SRS3731924	SRR7775782	SINGLE
SRS3731928	SRR7775786	SINGLE
SRS3731936	SRR7775796	SINGLE
SRS3731951	SRR7775810	SINGLE
SRS3731958	SRR7775816	SINGLE
SRS3731967	SRR7775826	SINGLE
SRS3731981	SRR7775840	SINGLE
SRS3731992	SRR7775851	SINGLE
SRS3732007	SRR7775866	SINGLE
SRS3732033	SRR7775894	SINGLE
SRS3732037	SRR7775898	SINGLE
SRS3732043	SRR7775903	SINGLE
SRS3732046	SRR7775906	SINGLE
SRS3732049	SRR7775912	SINGLE
SRS3732053	SRR7775913	SINGLE
SRS3732061	SRR7775921	SINGLE
SRS3732069	SRR7775929	SINGLE
SRS3732102	SRR7775960	SINGLE
SRS3732114	SRR7775972	SINGLE
SRS3732126	SRR7775984	SINGLE
SRS3732139	SRR7775997	SINGLE
SRS3732150	SRR7776010	SINGLE
SRS3732167	SRR7776027	SINGLE
SRS3732171	SRR7776030	SINGLE
SRS3732180	SRR7776037	SINGLE
SRS3732177	SRR7776039	SINGLE
SRS3732182	SRR7776041	SINGLE
SRS3732194	SRR7776051	SINGLE
SRS3732192	SRR7776054	SINGLE
SRS3732198	SRR7776058	SINGLE
SRS3732219	SRR7776076	SINGLE
SRS3732221	SRR7776081	SINGLE
SRS3732242	SRR7776101	SINGLE
SRS3732255	SRR7776115	SINGLE
SRS3732262	SRR7776121	SINGLE
SRS3732267	SRR7776126	SINGLE
SRS3732271	SRR7776130	SINGLE
SRS3732275	SRR7776134	SINGLE
SRS3732274	SRR7776135	SINGLE
SRS3732281	SRR7776141	SINGLE
SRS3732285	SRR7776145	SINGLE
SRS3732291	SRR7776151	SINGLE
SRS3732315	SRR7776175	SINGLE
SRS3732318	SRR7776179	SINGLE
SRS3732327	SRR7776187	SINGLE
SRS3732332	SRR7776192	SINGLE
SRS3732333	SRR7776193	SINGLE
SRS3732338	SRR7776197	SINGLE
SRS3732380	SRR7776240	SINGLE
SRS3732399	SRR7776257	SINGLE
SRS3732412	SRR7776269	SINGLE
SRS3732419	SRR7776277	SINGLE
SRS3732422	SRR7776280	SINGLE
SRS3732429	SRR7776287	SINGLE
SRS3732441	SRR7776299	SINGLE
SRS3732442	SRR7776301	SINGLE
SRS3732447	SRR7776304	SINGLE
SRS3732456	SRR7776314	SINGLE
SRS3732501	SRR7776363	SINGLE
SRS3732514	SRR7776373	SINGLE
SRS3732525	SRR7776382	SINGLE
SRS3732555	SRR7776415	SINGLE
SRS3732556	SRR7776416	SINGLE
SRS3732563	SRR7776423	SINGLE
SRS3732577	SRR7776437	SINGLE
SRS3732579	SRR7776440	SINGLE
SRS3732624	SRR7776485	SINGLE
SRS3732635	SRR7776496	SINGLE
SRS3732639	SRR7776499	SINGLE
SRS3732640	SRR7776501	SINGLE
SRS3732649	SRR7776510	SINGLE
SRS3732654	SRR7776515	SINGLE
SRS3732659	SRR7776520	SINGLE
SRS3732687	SRR7776546	SINGLE
SRS3732690	SRR7776550	SINGLE
SRS3732693	SRR7776553	SINGLE
SRS3732724	SRR7776583	SINGLE
SRS3732734	SRR7776595	SINGLE
SRS3732757	SRR7776615	SINGLE
SRS3732758	SRR7776618	SINGLE
SRS3732769	SRR7776629	SINGLE
SRS3732774	SRR7776634	SINGLE
SRS3732790	SRR7776648	SINGLE
SRS3732971	SRR7776658	SINGLE
SRS3732811	SRR7776670	SINGLE
SRS3732814	SRR7776675	SINGLE
SRS3732824	SRR7776683	SINGLE
SRS3732830	SRR7776690	SINGLE
SRS3732832	SRR7776692	SINGLE
SRS3732839	SRR7776698	SINGLE
SRS3732853	SRR7776713	SINGLE
SRS3732888	SRR7776748	SINGLE
SRS3732908	SRR7776768	SINGLE
SRS3732909	SRR7776770	SINGLE
SRS3732918	SRR7776778	SINGLE
SRS3732923	SRR7776783	SINGLE
SRS3732930	SRR7776790	SINGLE
SRS3732955	SRR7776815	SINGLE
SRS3732954	SRR7776816	SINGLE
SRS3732965	SRR7776827	SINGLE
SRS3732975	SRR7776835	SINGLE
SRS3770567	SRR7825700	PAIRED
SRS3770545	SRR7825703	PAIRED
SRS3770549	SRR7825707	PAIRED
SRS3770551	SRR7825709	PAIRED
SRS3770553	SRR7825712	PAIRED
SRS3770560	SRR7825719	PAIRED
SRS3770572	SRR7825730	PAIRED
SRS3770577	SRR7825735	PAIRED
SRS3770580	SRR7825738	PAIRED
SRS3770582	SRR7825740	PAIRED
SRS3770588	SRR7825747	PAIRED
SRS3770590	SRR7825749	PAIRED
SRS3770605	SRR7825762	PAIRED
SRS3770615	SRR7825773	PAIRED
SRS3770617	SRR7825774	PAIRED
SRS1397485	SRR3375544	SINGLE
SRS1397480	SRR3375549	SINGLE
SRS1397464	SRR3375565	SINGLE
SRS1397463	SRR3375566	SINGLE
SRS1397452	SRR3375577	SINGLE
SRS1397444	SRR3375585	SINGLE
SRS1397408	SRR3375622	SINGLE
SRS1397384	SRR3375645	SINGLE
SRS1397382	SRR3375648	SINGLE
SRS1397379	SRR3375650	SINGLE
SRS1397374	SRR3375656	SINGLE
SRS1397371	SRR3375659	SINGLE
SRS1397364	SRR3375672	SINGLE
SRS1397363	SRR3375674	SINGLE
SRS1397346	SRR3375706	SINGLE
SRS1397335	SRR3375725	SINGLE
SRS1397330	SRR3375737	SINGLE
SRS1397328	SRR3375741	SINGLE
SRS1397327	SRR3375743	SINGLE
SRS1397324	SRR3375749	SINGLE
SRS1397321	SRR3375755	SINGLE
SRS1397316	SRR3375764	SINGLE
SRS1397313	SRR3375770	SINGLE
SRS1397296	SRR3375797	SINGLE
SRS1397263	SRR3375830	SINGLE
SRS1397262	SRR3375831	SINGLE
SRS1397249	SRR3375844	SINGLE
SRS1397244	SRR3375849	SINGLE
SRS1397187	SRR3375872	SINGLE
SRS1467270	SRR3587540	SINGLE
SRS1467277	SRR3587547	SINGLE
SRS1467303	SRR3587572	SINGLE
SRS1467317	SRR3587586	SINGLE
SRS1467363	SRR3587631	SINGLE
SRS1467364	SRR3587633	SINGLE
SRS1467377	SRR3587646	SINGLE
SRS1467380	SRR3587650	SINGLE
SRS1467386	SRR3587657	SINGLE
SRS1467395	SRR3587664	SINGLE
SRS1467405	SRR3587675	SINGLE
SRS1467416	SRR3587685	SINGLE
SRS1467446	SRR3587718	SINGLE
SRS1467456	SRR3587725	SINGLE
SRS1467480	SRR3587749	SINGLE
SRS1467481	SRR3587750	SINGLE
SRS1467484	SRR3587752	SINGLE
SRS1467486	SRR3587755	SINGLE
SRS1467494	SRR3587764	SINGLE
SRS1467506	SRR3587775	SINGLE
SRS1467507	SRR3587776	SINGLE
SRS1467523	SRR3587794	SINGLE
SRS1467527	SRR3587796	SINGLE
SRS1467529	SRR3587798	SINGLE
SRS1467530	SRR3587799	SINGLE
SRS1467534	SRR3587803	SINGLE
SRS1467550	SRR3587818	SINGLE
SRS1467563	SRR3587832	SINGLE
SRS1467564	SRR3587833	SINGLE
SRS1467571	SRR3587840	SINGLE
SRS1467578	SRR3587847	SINGLE
SRS1467584	SRR3587852	SINGLE
SRS1467592	SRR3587862	SINGLE
SRS1467603	SRR3587872	SINGLE
SRS1467604	SRR3587873	SINGLE
SRS1467605	SRR3587874	SINGLE
SRS1467612	SRR3587880	SINGLE
SRS1467625	SRR3587894	SINGLE
SRS1467639	SRR3587908	SINGLE
SRS2166270	SRR5508609	SINGLE
SRS2166279	SRR5508617	SINGLE
SRS2166295	SRR5508634	SINGLE
SRS2166302	SRR5508640	SINGLE
SRS2166313	SRR5508652	SINGLE
SRS2166325	SRR5508663	SINGLE
SRS2166339	SRR5508677	SINGLE
SRS2166340	SRR5508678	SINGLE
SRS2166350	SRR5508690	SINGLE
SRS2166388	SRR5508726	SINGLE
SRS2166391	SRR5508729	SINGLE
SRS2166421	SRR5508759	SINGLE
SRS2166423	SRR5508761	SINGLE
SRS2166430	SRR5508768	SINGLE
SRS2166434	SRR5508773	SINGLE
SRS2166436	SRR5508774	SINGLE
SRS2166438	SRR5508777	SINGLE
SRS2166455	SRR5508783	SINGLE
SRS2166452	SRR5508791	SINGLE
SRS2166470	SRR5508809	SINGLE
SRS2166471	SRR5508811	SINGLE
SRS2166488	SRR5508826	SINGLE
SRS2166505	SRR5508839	SINGLE
SRS2166659	SRR5508852	SINGLE
SRS2166660	SRR5508853	SINGLE
SRS2166664	SRR5508857	SINGLE
SRS2166675	SRR5508866	SINGLE
SRS2166677	SRR5508871	SINGLE
SRS2166691	SRR5508886	SINGLE
SRS2166694	SRR5508890	SINGLE
SRS2166696	SRR5508891	SINGLE
SRS2166702	SRR5508897	SINGLE
SRS2166706	SRR5508901	SINGLE
SRS2166708	SRR5508904	SINGLE
SRS2166712	SRR5508906	SINGLE
SRS2166718	SRR5508913	SINGLE
SRS2166742	SRR5508938	SINGLE
SRS2166750	SRR5508945	SINGLE
SRS2166752	SRR5508946	SINGLE
SRS2166769	SRR5508963	SINGLE
SRS2166774	SRR5508970	SINGLE
SRS2166803	SRR5508998	SINGLE
SRS2166818	SRR5509016	SINGLE
SRS2166824	SRR5509020	SINGLE
SRS2166839	SRR5509032	SINGLE
SRS2166838	SRR5509035	SINGLE
SRS2166848	SRR5509040	SINGLE
SRS2166864	SRR5509058	SINGLE
SRS2166867	SRR5509061	SINGLE
SRS2166895	SRR5509087	SINGLE
SRS2166898	SRR5509095	SINGLE
SRS2166900	SRR5509096	SINGLE
SRS2166899	SRR5509097	SINGLE
SRS2166902	SRR5509098	SINGLE
SRS2166917	SRR5509112	SINGLE
SRS2166927	SRR5509121	SINGLE
SRS3106665	SRR6916813	PAIRED
SRS3106680	SRR6916828	PAIRED
SRS3106685	SRR6916833	PAIRED
SRS3106690	SRR6916838	PAIRED
SRS3106718	SRR6916866	PAIRED
SRS3669088	SRR7692545	PAIRED
SRS3669100	SRR7692557	PAIRED
SRS3669104	SRR7692560	PAIRED
SRS3674986	SRR7699784	PAIRED
SRS3674989	SRR7699785	PAIRED
SRS3674992	SRR7699788	PAIRED
SRS3675007	SRR7699801	PAIRED
SRS3675012	SRR7699808	PAIRED
SRS3675028	SRR7699824	PAIRED
SRS3675046	SRR7699841	PAIRED
SRS3675072	SRR7699870	PAIRED
SRS3675085	SRR7699882	PAIRED
SRS3675090	SRR7699886	PAIRED
SRS3675094	SRR7699890	PAIRED
SRS3675095	SRR7699891	PAIRED
SRS3675128	SRR7699926	PAIRED
SRS3675156	SRR7699952	PAIRED
SRS3675171	SRR7699967	PAIRED
SRS3675170	SRR7699969	PAIRED
SRS3675176	SRR7699972	PAIRED
SRS3675183	SRR7699978	PAIRED
SRS3675186	SRR7699980	PAIRED
SRS3675198	SRR7699990	PAIRED
SRS3675207	SRR7700003	PAIRED
SRS3675211	SRR7700005	PAIRED
SRS3675212	SRR7700009	PAIRED
SRS3675217	SRR7700014	PAIRED
SRS3675222	SRR7700018	PAIRED
SRS3675225	SRR7700022	PAIRED
SRS3675228	SRR7700025	PAIRED
SRS3675240	SRR7700034	PAIRED
SRS3675238	SRR7700036	PAIRED
SRS3675250	SRR7700045	PAIRED
SRS3675259	SRR7700053	PAIRED
SRS3675266	SRR7700061	PAIRED
SRS3675269	SRR7700064	PAIRED
SRS3675272	SRR7700065	PAIRED
SRS3675278	SRR7700071	PAIRED
SRS3675279	SRR7700072	PAIRED
SRS3675291	SRR7700085	PAIRED
SRS3675288	SRR7700087	PAIRED
SRS3675295	SRR7700092	PAIRED
SRS3675300	SRR7700097	PAIRED
SRS3675311	SRR7700107	PAIRED
SRS3675313	SRR7700110	PAIRED
SRS3675492	SRR7700112	PAIRED
SRS3675322	SRR7700119	PAIRED
SRS3675328	SRR7700124	PAIRED
SRS3675351	SRR7700149	PAIRED
SRS3675381	SRR7700178	PAIRED
SRS3675410	SRR7700206	PAIRED
SRS3675413	SRR7700211	PAIRED
SRS3675427	SRR7700222	PAIRED
SRS3675428	SRR7700223	PAIRED
SRS3675425	SRR7700226	PAIRED
SRS3675430	SRR7700227	PAIRED
SRS3675434	SRR7700229	PAIRED
SRS3675439	SRR7700236	PAIRED
SRS3675455	SRR7700252	PAIRED
SRS3675459	SRR7700254	PAIRED
SRS3675465	SRR7700261	PAIRED
SRS3675518	SRR7700315	PAIRED
SRS3675735	SRR7700344	PAIRED
SRS3675548	SRR7700345	PAIRED
SRS3675574	SRR7700371	PAIRED
SRS3675589	SRR7700387	PAIRED
SRS3675608	SRR7700406	PAIRED
SRS3675617	SRR7700417	PAIRED
SRS3675619	SRR7700419	PAIRED
SRS3675620	SRR7700421	PAIRED
SRS3675639	SRR7700438	PAIRED
SRS3675659	SRR7700459	PAIRED
SRS3675665	SRR7700464	PAIRED
SRS3675669	SRR7700468	PAIRED
SRS3675680	SRR7700479	PAIRED
SRS3675681	SRR7700480	PAIRED
SRS3675685	SRR7700484	PAIRED
SRS3675695	SRR7700494	PAIRED
SRS3675706	SRR7700506	PAIRED
SRS3675715	SRR7700514	PAIRED
SRS3675720	SRR7700519	PAIRED
SRS3675736	SRR7700534	PAIRED
SRS3675737	SRR7700535	PAIRED
SRS3675763	SRR7700561	PAIRED
SRS3675776	SRR7700574	PAIRED
SRS3675793	SRR7700591	PAIRED
SRS3675795	SRR7700592	PAIRED
SRS3675806	SRR7700603	PAIRED
SRS3675817	SRR7700614	PAIRED
SRS3675816	SRR7700615	PAIRED
SRS3675824	SRR7700622	PAIRED
SRS3675828	SRR7700627	PAIRED
SRS3675832	SRR7700630	PAIRED
SRS3675840	SRR7700637	PAIRED
SRS3698216	SRR7733526	PAIRED
SRS3729726	SRR7773412	SINGLE
SRS3729735	SRR7773421	SINGLE
SRS3731642	SRR7775500	SINGLE
SRS3731645	SRR7775503	SINGLE
SRS3731650	SRR7775508	SINGLE
SRS3731655	SRR7775513	SINGLE
SRS3731672	SRR7775530	SINGLE
SRS3731673	SRR7775531	SINGLE
SRS3731702	SRR7775560	SINGLE
SRS3731773	SRR7775631	SINGLE
SRS3731787	SRR7775645	SINGLE
SRS3731792	SRR7775650	SINGLE
SRS3731794	SRR7775652	SINGLE
SRS3731826	SRR7775684	SINGLE
SRS3731827	SRR7775685	SINGLE
SRS3731830	SRR7775687	SINGLE
SRS3731837	SRR7775695	SINGLE
SRS3731852	SRR7775711	SINGLE
SRS3731854	SRR7775712	SINGLE
SRS3731855	SRR7775713	SINGLE
SRS3731867	SRR7775725	SINGLE
SRS3731887	SRR7775742	SINGLE
SRS3731900	SRR7775758	SINGLE
SRS3731908	SRR7775765	SINGLE
SRS3731913	SRR7775771	SINGLE
SRS3731942	SRR7775800	SINGLE
SRS3731961	SRR7775820	SINGLE
SRS3731984	SRR7775843	SINGLE
SRS3731987	SRR7775846	SINGLE
SRS3731996	SRR7775854	SINGLE
SRS3731999	SRR7775858	SINGLE
SRS3732009	SRR7775869	SINGLE
SRS3732031	SRR7775892	SINGLE
SRS3732032	SRR7775893	SINGLE
SRS3732036	SRR7775897	SINGLE
SRS3732041	SRR7775901	SINGLE
SRS3732087	SRR7775945	SINGLE
SRS3732088	SRR7775947	SINGLE
SRS3732094	SRR7775952	SINGLE
SRS3732099	SRR7775957	SINGLE
SRS3732105	SRR7775961	SINGLE
SRS3732104	SRR7775963	SINGLE
SRS3732112	SRR7775970	SINGLE
SRS3732115	SRR7775973	SINGLE
SRS3732123	SRR7775981	SINGLE
SRS3732125	SRR7775983	SINGLE
SRS3732135	SRR7775992	SINGLE
SRS3732152	SRR7776005	SINGLE
SRS3732154	SRR7776012	SINGLE
SRS3732174	SRR7776033	SINGLE
SRS3732176	SRR7776035	SINGLE
SRS3732187	SRR7776046	SINGLE
SRS3732197	SRR7776055	SINGLE
SRS3732195	SRR7776056	SINGLE
SRS3732201	SRR7776060	SINGLE
SRS3732208	SRR7776066	SINGLE
SRS3732214	SRR7776073	SINGLE
SRS3732225	SRR7776087	SINGLE
SRS3732234	SRR7776094	SINGLE
SRS3732252	SRR7776111	SINGLE
SRS3732273	SRR7776131	SINGLE
SRS3732287	SRR7776146	SINGLE
SRS3732288	SRR7776148	SINGLE
SRS3732293	SRR7776153	SINGLE
SRS3732295	SRR7776158	SINGLE
SRS3732300	SRR7776161	SINGLE
SRS3732313	SRR7776172	SINGLE
SRS3732317	SRR7776177	SINGLE
SRS3732331	SRR7776191	SINGLE
SRS3732339	SRR7776199	SINGLE
SRS3732340	SRR7776200	SINGLE
SRS3732353	SRR7776210	SINGLE
SRS3732352	SRR7776213	SINGLE
SRS3732370	SRR7776229	SINGLE
SRS3732374	SRR7776232	SINGLE
SRS3732395	SRR7776253	SINGLE
SRS3732398	SRR7776256	SINGLE
SRS3732417	SRR7776275	SINGLE
SRS3732468	SRR7776326	SINGLE
SRS3732494	SRR7776356	SINGLE
SRS3732500	SRR7776358	SINGLE
SRS3732528	SRR7776386	SINGLE
SRS3732527	SRR7776387	SINGLE
SRS3732531	SRR7776392	SINGLE
SRS3732536	SRR7776396	SINGLE
SRS3732547	SRR7776408	SINGLE
SRS3732557	SRR7776417	SINGLE
SRS3732559	SRR7776419	SINGLE
SRS3732558	SRR7776421	SINGLE
SRS3732568	SRR7776427	SINGLE
SRS3732569	SRR7776429	SINGLE
SRS3732574	SRR7776434	SINGLE
SRS3732584	SRR7776444	SINGLE
SRS3732594	SRR7776454	SINGLE
SRS3732598	SRR7776461	SINGLE
SRS3732606	SRR7776466	SINGLE
SRS3732608	SRR7776468	SINGLE
SRS3732619	SRR7776480	SINGLE
SRS3732630	SRR7776491	SINGLE
SRS3732650	SRR7776511	SINGLE
SRS3732669	SRR7776530	SINGLE
SRS3732671	SRR7776532	SINGLE
SRS3732677	SRR7776537	SINGLE
SRS3732683	SRR7776543	SINGLE
SRS3732695	SRR7776554	SINGLE
SRS3732701	SRR7776559	SINGLE
SRS3732729	SRR7776588	SINGLE
SRS3732730	SRR7776590	SINGLE
SRS3732739	SRR7776599	SINGLE
SRS3732752	SRR7776612	SINGLE
SRS3732759	SRR7776617	SINGLE
SRS3732781	SRR7776640	SINGLE
SRS3732782	SRR7776641	SINGLE
SRS3732804	SRR7776663	SINGLE
SRS3732806	SRR7776665	SINGLE
SRS3732813	SRR7776674	SINGLE
SRS3732821	SRR7776684	SINGLE
SRS3732836	SRR7776694	SINGLE
SRS3732843	SRR7776704	SINGLE
SRS3732854	SRR7776714	SINGLE
SRS3732857	SRR7776717	SINGLE
SRS3732859	SRR7776721	SINGLE
SRS3732870	SRR7776731	SINGLE
SRS3732878	SRR7776739	SINGLE
SRS3732879	SRR7776740	SINGLE
SRS3732899	SRR7776760	SINGLE
SRS3732900	SRR7776762	SINGLE
SRS3732910	SRR7776771	SINGLE
SRS3732915	SRR7776776	SINGLE
SRS3732933	SRR7776794	SINGLE
SRS3732939	SRR7776800	SINGLE
SRS3732942	SRR7776803	SINGLE
SRS3732964	SRR7776825	SINGLE
SRS3732972	SRR7776832	SINGLE
SRS3732976	SRR7776836	SINGLE
SRS3770543	SRR7825701	PAIRED
SRS3770565	SRR7825724	PAIRED
SRS3770581	SRR7825739	PAIRED
SRS3770584	SRR7825742	PAIRED
SRS3770593	SRR7825750	PAIRED
SRS3770592	SRR7825752	PAIRED
SRS3770614	SRR7825772	PAIRED
SRS4715839	SRR9004368	PAIRED
SRS4715839	SRR9004364	PAIRED
SRS4715839	SRR9004372	PAIRED
SRS4715839	SRR9004369	PAIRED
SRS4715839	SRR9004361	PAIRED
SRS4715839	SRR9004367	PAIRED
SRS4715839	SRR9004363	PAIRED
SRS4715839	SRR9004357	PAIRED
SRS4715839	SRR9004366	PAIRED
SRS4715839	SRR9004362	PAIRED
SRS4715839	SRR9004359	PAIRED
SRS4715839	SRR9004370	PAIRED
SRS4715839	SRR9004365	PAIRED
SRS4715839	SRR9004360	PAIRED
SRS4715839	SRR9004371	PAIRED
SRS4715839	SRR9004358	PAIRED
SRS1397476	SRR3375553	SINGLE
SRS1397470	SRR3375560	SINGLE
SRS1397459	SRR3375570	SINGLE
SRS1397437	SRR3375591	SINGLE
SRS1397430	SRR3375599	SINGLE
SRS1397429	SRR3375600	SINGLE
SRS1397427	SRR3375606	SINGLE
SRS1397419	SRR3375610	SINGLE
SRS1397418	SRR3375611	SINGLE
SRS1397401	SRR3375628	SINGLE
SRS1397396	SRR3375633	SINGLE
SRS1397368	SRR3375664	SINGLE
SRS1397345	SRR3375708	SINGLE
SRS1397342	SRR3375714	SINGLE
SRS1397339	SRR3375719	SINGLE
SRS1397338	SRR3375721	SINGLE
SRS1397315	SRR3375766	SINGLE
SRS1397308	SRR3375778	SINGLE
SRS1397307	SRR3375780	SINGLE
SRS1397274	SRR3375819	SINGLE
SRS1397272	SRR3375821	SINGLE
SRS1397261	SRR3375832	SINGLE
SRS1397257	SRR3375836	SINGLE
SRS1397256	SRR3375837	SINGLE
SRS1397246	SRR3375847	SINGLE
SRS1397194	SRR3375864	SINGLE
SRS1397185	SRR3375873	SINGLE
SRS1467275	SRR3587545	SINGLE
SRS1467286	SRR3587556	SINGLE
SRS1467298	SRR3587567	SINGLE
SRS1467308	SRR3587577	SINGLE
SRS1467311	SRR3587580	SINGLE
SRS1467314	SRR3587583	SINGLE
SRS1467321	SRR3587590	SINGLE
SRS1467323	SRR3587592	SINGLE
SRS1467324	SRR3587593	SINGLE
SRS1467326	SRR3587595	SINGLE
SRS1467339	SRR3587608	SINGLE
SRS1467341	SRR3587610	SINGLE
SRS1467342	SRR3587611	SINGLE
SRS1467346	SRR3587614	SINGLE
SRS1467349	SRR3587618	SINGLE
SRS1467372	SRR3587642	SINGLE
SRS1467378	SRR3587647	SINGLE
SRS1467385	SRR3587654	SINGLE
SRS1467401	SRR3587670	SINGLE
SRS1467410	SRR3587678	SINGLE
SRS1467417	SRR3587686	SINGLE
SRS1467418	SRR3587687	SINGLE
SRS1467422	SRR3587691	SINGLE
SRS1467440	SRR3587709	SINGLE
SRS1467450	SRR3587720	SINGLE
SRS1467454	SRR3587722	SINGLE
SRS1467458	SRR3587728	SINGLE
SRS1467462	SRR3587731	SINGLE
SRS1467483	SRR3587753	SINGLE
SRS1467517	SRR3587786	SINGLE
SRS1467521	SRR3587789	SINGLE
SRS1467520	SRR3587790	SINGLE
