sample_accession	run_accession	library_layout	organism	Platform	UMI	study_accession	Tissue	Covariate	Age	integration_group	TissueNote	Source	bam10x	Comment	biosample	Donor	Organ	sex	Batch	biosample_title	retina_region	strain	batch
SRX14335934	SRR18189091	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087903	22630	Late	healthy donor	Tissue	NA	NA	SAMN26350434	NA	Eye	female	1087903	Human sample from Homo sapiens	NA	NA	NA
SRX14335933	SRR18189092	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087903	22630	Late	healthy donor	Tissue	NA	NA	SAMN26350434	NA	Eye	female	1087903	Human sample from Homo sapiens	NA	NA	NA
SRX14335932	SRR18189093	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087902	22265	Late	healthy donor	Tissue	NA	NA	SAMN26350433	NA	Eye	female	1087902	Human sample from Homo sapiens	NA	NA	NA
SRX14335931	SRR18189094	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087902	22265	Late	healthy donor	Tissue	NA	NA	SAMN26350433	NA	Eye	female	1087902	Human sample from Homo sapiens	NA	NA	NA
SRX14335930	SRR18189095	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087902	22265	Late	healthy donor	Tissue	NA	NA	SAMN26350433	NA	Eye	female	1087902	Human sample from Homo sapiens	NA	NA	NA
SRX14335929	SRR18189096	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087902	22265	Late	healthy donor	Tissue	NA	NA	SAMN26350433	NA	Eye	female	1087902	Human sample from Homo sapiens	NA	NA	NA
SRX14335928	SRR18189097	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087903	22630	Late	healthy donor	Tissue	NA	NA	SAMN26350434	NA	Eye	female	1087903	Human sample from Homo sapiens	NA	NA	NA
SRX14335927	SRR18189098	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087903	22630	Late	healthy donor	Tissue	NA	NA	SAMN26350434	NA	Eye	female	1087903	Human sample from Homo sapiens	NA	NA	NA
SRX14335926	SRR18189099	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087903	22630	Late	healthy donor	Tissue	NA	NA	SAMN26350434	NA	Eye	female	1087903	Human sample from Homo sapiens	NA	NA	NA
SRX14335925	SRR18189100	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087903	22630	Late	healthy donor	Tissue	NA	NA	SAMN26350434	NA	Eye	female	1087903	Human sample from Homo sapiens	NA	NA	NA
SRX14335924	SRR18189101	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087898	18980	Late	healthy donor	Tissue	NA	NA	SAMN26350429	NA	Eye	male	1087898	Human sample from Homo sapiens	NA	NA	NA
SRX14335923	SRR18189102	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087903	22630	Late	healthy donor	Tissue	NA	NA	SAMN26350434	NA	Eye	female	1087903	Human sample from Homo sapiens	NA	NA	NA
SRX14335922	SRR18189103	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087903	22630	Late	healthy donor	Tissue	NA	NA	SAMN26350434	NA	Eye	female	1087903	Human sample from Homo sapiens	NA	NA	NA
SRX14335921	SRR18189104	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087903	22630	Late	healthy donor	Tissue	NA	NA	SAMN26350434	NA	Eye	female	1087903	Human sample from Homo sapiens	NA	NA	NA
SRX14335920	SRR18189105	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087903	22630	Late	healthy donor	Tissue	NA	NA	SAMN26350434	NA	Eye	female	1087903	Human sample from Homo sapiens	NA	NA	NA
SRX14335919	SRR18189106	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087903	22630	Late	healthy donor	Tissue	NA	NA	SAMN26350434	NA	Eye	female	1087903	Human sample from Homo sapiens	NA	NA	NA
SRX14335918	SRR18189107	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087903	22630	Late	healthy donor	Tissue	NA	NA	SAMN26350434	NA	Eye	female	1087903	Human sample from Homo sapiens	NA	NA	NA
SRX14335917	SRR18189108	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087903	22630	Late	healthy donor	Tissue	NA	NA	SAMN26350434	NA	Eye	female	1087903	Human sample from Homo sapiens	NA	NA	NA
SRX14335916	SRR18189109	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087903	22630	Late	healthy donor	Tissue	NA	NA	SAMN26350434	NA	Eye	female	1087903	Human sample from Homo sapiens	NA	NA	NA
SRX14335915	SRR18189110	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087903	22630	Late	healthy donor	Tissue	NA	NA	SAMN26350434	NA	Eye	female	1087903	Human sample from Homo sapiens	NA	NA	NA
SRX14335914	SRR18189111	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087903	22630	Late	healthy donor	Tissue	NA	NA	SAMN26350434	NA	Eye	female	1087903	Human sample from Homo sapiens	NA	NA	NA
SRX14335913	SRR18189112	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087898	18980	Late	healthy donor	Tissue	NA	NA	SAMN26350429	NA	Eye	male	1087898	Human sample from Homo sapiens	NA	NA	NA
SRX14335912	SRR18189113	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087902	22265	Late	healthy donor	Tissue	NA	NA	SAMN26350433	NA	Eye	female	1087902	Human sample from Homo sapiens	NA	NA	NA
SRX14335911	SRR18189114	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087902	22265	Late	healthy donor	Tissue	NA	NA	SAMN26350433	NA	Eye	female	1087902	Human sample from Homo sapiens	NA	NA	NA
SRX14335910	SRR18189115	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087902	22265	Late	healthy donor	Tissue	NA	NA	SAMN26350433	NA	Eye	female	1087902	Human sample from Homo sapiens	NA	NA	NA
SRX14335909	SRR18189116	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087902	22265	Late	healthy donor	Tissue	NA	NA	SAMN26350433	NA	Eye	female	1087902	Human sample from Homo sapiens	NA	NA	NA
SRX14335908	SRR18189117	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087902	22265	Late	healthy donor	Tissue	NA	NA	SAMN26350433	NA	Eye	female	1087902	Human sample from Homo sapiens	NA	NA	NA
SRX14335907	SRR18189118	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087902	22265	Late	healthy donor	Tissue	NA	NA	SAMN26350433	NA	Eye	female	1087902	Human sample from Homo sapiens	NA	NA	NA
SRX14335906	SRR18189119	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087902	22265	Late	healthy donor	Tissue	NA	NA	SAMN26350433	NA	Eye	female	1087902	Human sample from Homo sapiens	NA	NA	NA
SRX14335905	SRR18189120	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087902	22265	Late	healthy donor	Tissue	NA	NA	SAMN26350433	NA	Eye	female	1087902	Human sample from Homo sapiens	NA	NA	NA
SRX14335904	SRR18189121	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087902	22265	Late	healthy donor	Tissue	NA	NA	SAMN26350433	NA	Eye	female	1087902	Human sample from Homo sapiens	NA	NA	NA
SRX14335903	SRR18189122	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087902	22265	Late	healthy donor	Tissue	NA	NA	SAMN26350433	NA	Eye	female	1087902	Human sample from Homo sapiens	NA	NA	NA
SRX14335902	SRR18189123	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087898	18980	Late	healthy donor	Tissue	NA	NA	SAMN26350429	NA	Eye	male	1087898	Human sample from Homo sapiens	NA	NA	NA
SRX14335901	SRR18189124	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087902	22265	Late	healthy donor	Tissue	NA	NA	SAMN26350433	NA	Eye	female	1087902	Human sample from Homo sapiens	NA	NA	NA
SRX14335900	SRR18189125	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087902	22265	Late	healthy donor	Tissue	NA	NA	SAMN26350433	NA	Eye	female	1087902	Human sample from Homo sapiens	NA	NA	NA
SRX14335899	SRR18189126	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087902	22265	Late	healthy donor	Tissue	NA	NA	SAMN26350433	NA	Eye	female	1087902	Human sample from Homo sapiens	NA	NA	NA
SRX14335898	SRR18189127	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087902	22265	Late	healthy donor	Tissue	NA	NA	SAMN26350433	NA	Eye	female	1087902	Human sample from Homo sapiens	NA	NA	NA
SRX14335897	SRR18189128	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087902	22265	Late	healthy donor	Tissue	NA	NA	SAMN26350433	NA	Eye	female	1087902	Human sample from Homo sapiens	NA	NA	NA
SRX14335896	SRR18189129	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087902	22265	Late	healthy donor	Tissue	NA	NA	SAMN26350433	NA	Eye	female	1087902	Human sample from Homo sapiens	NA	NA	NA
SRX14335895	SRR18189130	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087902	22265	Late	healthy donor	Tissue	NA	NA	SAMN26350433	NA	Eye	female	1087902	Human sample from Homo sapiens	NA	NA	NA
SRX14335894	SRR18189131	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087902	22265	Late	healthy donor	Tissue	NA	NA	SAMN26350433	NA	Eye	female	1087902	Human sample from Homo sapiens	NA	NA	NA
SRX14335893	SRR18189132	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087902	22265	Late	healthy donor	Tissue	NA	NA	SAMN26350433	NA	Eye	female	1087902	Human sample from Homo sapiens	NA	NA	NA
SRX14335892	SRR18189133	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087902	22265	Late	healthy donor	Tissue	NA	NA	SAMN26350433	NA	Eye	female	1087902	Human sample from Homo sapiens	NA	NA	NA
SRX14335891	SRR18189134	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087898	18980	Late	healthy donor	Tissue	NA	NA	SAMN26350429	NA	Eye	male	1087898	Human sample from Homo sapiens	NA	NA	NA
SRX14335890	SRR18189135	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087898	18980	Late	healthy donor	Tissue	NA	NA	SAMN26350429	NA	Eye	male	1087898	Human sample from Homo sapiens	NA	NA	NA
SRX14335889	SRR18189136	PAIRED	Homo sapiens	10xv2	Yes	SRP362101	Cornea	1087898	18980	Late	healthy donor	Tissue	NA	NA	SAMN26350429	NA	Eye	male	1087898	Human sample from Homo sapiens	NA	NA	NA
SRX7099188	XR001_S12_L001	PAIRED	Mus musculus	10xv3	YES	SRP228556	Retina	NA	-6.5	Early	NA	Tissue	NA	Eye Cup, fastq from broad single cell porta	SAMN13191890	NA	Eye	NA	NA	FGF control and mutant	NA	NA	NA
SRX7099188	XR001_S12_L002	PAIRED	Mus musculus	10xv3	YES	SRP228556	Retina	NA	-6.5	Early	NA	Tissue	NA	Eye Cup, fastq from broad single cell porta	SAMN13191890	NA	Eye	NA	NA	FGF control and mutant	NA	NA	NA
SRX8884952	SRR12386341	PAIRED	Homo sapiens	10xv2	Yes	SRP275814	Cornea	RNA-Seq_Dev_Cor-Conj_10PCW_	70	Early	NA	Tissue	SRX8884952	NA	SAMN15729615	NA	Eye	NA	NA	RNA-Seq Dev Cor/Conj 10PCW 14615	NA	NA	SRP275814_10xv2_RNA-Seq_Dev_Cor-Conj_10PCW_
SRX8884953	SRR12386342	PAIRED	Homo sapiens	10xv2	Yes	SRP275814	Cornea	RNA-Seq_Dev_Cor-Conj_10PCW_	70	Early	NA	Tissue	SRX8884953	NA	SAMN15729614	NA	Eye	NA	NA	RNA-Seq Dev Cor/Conj 10PCW 14849	NA	NA	SRP275814_10xv2_RNA-Seq_Dev_Cor-Conj_10PCW_
SRX8884954	SRR12386343	PAIRED	Homo sapiens	10xv2	Yes	SRP275814	Cornea	RNA-Seq_Dev_Cor-Conj_12PCW_	84	Early	NA	Tissue	SRX8884954	NA	SAMN15729613	NA	Eye	NA	NA	RNA-Seq Dev Cor/Conj 12PCW 14823	NA	NA	SRP275814_10xv2_RNA-Seq_Dev_Cor-Conj_12PCW_
SRX8884955	SRR12386344	PAIRED	Homo sapiens	10xv2	Yes	SRP275814	Cornea	RNA-Seq_Dev_Cor-Conj_12PCW_	84	Early	NA	Tissue	SRX8884955	NA	SAMN15729612	NA	Eye	NA	NA	RNA-Seq Dev Cor/Conj 12PCW 15192	NA	NA	SRP275814_10xv2_RNA-Seq_Dev_Cor-Conj_12PCW_
SRX8884956	SRR12386345	PAIRED	Homo sapiens	10xv2	Yes	SRP275814	Cornea	RNA-Seq_Dev_Cor-Conj_12PCW_	84	Early	NA	Tissue	SRX8884956	NA	SAMN15729611	NA	Eye	NA	NA	RNA-Seq Dev Cor/Conj 12PCW 15209	NA	NA	SRP275814_10xv2_RNA-Seq_Dev_Cor-Conj_12PCW_
SRX8884957	SRR12386346	PAIRED	Homo sapiens	10xv2	Yes	SRP275814	Cornea	RNA-Seq_Dev_Cor-Conj_12PCW_	84	Early	NA	Tissue	SRX8884957	NA	SAMN15729610	NA	Eye	NA	NA	RNA-Seq Dev Cor/Conj 12PCW 15210	NA	NA	SRP275814_10xv2_RNA-Seq_Dev_Cor-Conj_12PCW_
SRX8884958	SRR12386347	PAIRED	Homo sapiens	10xv2	Yes	SRP275814	Cornea	RNA-Seq_Dev_Cor-Conj_13PCW_	91	Early	NA	Tissue	SRX8884958	NA	SAMN15729609	NA	Eye	NA	NA	RNA-Seq Dev Cor/Conj 13PCW 15176	NA	NA	SRP275814_10xv2_RNA-Seq_Dev_Cor-Conj_13PCW_
SRX8884959	SRR12386348	PAIRED	Homo sapiens	10xv2	Yes	SRP275814	Cornea	RNA-Seq_Dev_Cor-Conj_13PCW_	91	Early	NA	Tissue	SRX8884959	NA	SAMN15729608	NA	Eye	NA	NA	RNA-Seq Dev Cor/Conj 13PCW 15205	NA	NA	SRP275814_10xv2_RNA-Seq_Dev_Cor-Conj_13PCW_
SRX8884960	SRR12386349	PAIRED	Homo sapiens	10xv2	Yes	SRP275814	Cornea	RNA-Seq_Dev_Cor-Conj_14PCW_	98	Early	NA	Tissue	SRX8884960	NA	SAMN15729607	NA	Eye	NA	NA	RNA-Seq Dev Cor/Conj 14PCW 15208	NA	NA	SRP275814_10xv2_RNA-Seq_Dev_Cor-Conj_14PCW_
SRX8884961	SRR12386350	PAIRED	Homo sapiens	10xv2	Yes	SRP275814	Cornea	RNA-Seq_Dev_Cor-Conj_14PCW_	98	Early	NA	Tissue	SRX8884961	NA	SAMN15729606	NA	Eye	NA	NA	RNA-Seq Dev Cor/Conj 14PCW 15357	NA	NA	SRP275814_10xv2_RNA-Seq_Dev_Cor-Conj_14PCW_
SRX8884962	SRR12386351	PAIRED	Homo sapiens	10xv2	Yes	SRP275814	Cornea	RNA-Seq_Dev_Cor-Conj_16PCW_	112	Early	NA	Tissue	SRX8884962	NA	SAMN15729605	NA	Eye	NA	NA	RNA-Seq Dev Cor/Conj 16PCW 15057	NA	NA	SRP275814_10xv2_RNA-Seq_Dev_Cor-Conj_16PCW_
SRX8884963	SRR12386352	PAIRED	Homo sapiens	10xv2	Yes	SRP275814	Cornea	RNA-Seq_Dev_Cor-Conj_16PCW_	112	Early	NA	Tissue	SRX8884963	NA	SAMN15729604	NA	Eye	NA	NA	RNA-Seq Dev Cor/Conj 16PCW 15232	NA	NA	SRP275814_10xv2_RNA-Seq_Dev_Cor-Conj_16PCW_
SRX8884964	SRR12386353	PAIRED	Homo sapiens	10xv2	Yes	SRP275814	Cornea	RNA-Seq_Dev_Cor-Conj_17PCW_	119	Early	NA	Tissue	SRX8884964	NA	SAMN15729603	NA	Eye	NA	NA	RNA-Seq Dev Cor/Conj 17PCW 14613	NA	NA	SRP275814_10xv2_RNA-Seq_Dev_Cor-Conj_17PCW_
SRX8884965	SRR12386354	PAIRED	Homo sapiens	10xv2	Yes	SRP275814	Cornea	RNA-Seq_Dev_Cor-Conj_18PCW_	126	Early	NA	Tissue	SRX8884965	NA	SAMN15729602	NA	Eye	NA	NA	RNA-Seq Dev Cor/Conj 18PCW 14954	NA	NA	SRP275814_10xv2_RNA-Seq_Dev_Cor-Conj_18PCW_
SRX8884966	SRR12386355	PAIRED	Homo sapiens	10xv2	Yes	SRP275814	Cornea	RNA-Seq_Dev_Cor-Conj_20PCW_	140	Early	NA	Tissue	SRX8884966	NA	SAMN15729601	NA	Eye	NA	NA	RNA-Seq Dev Cor/Conj 20PCW 14556	NA	NA	SRP275814_10xv2_RNA-Seq_Dev_Cor-Conj_20PCW_
SRX8884967	SRR12386356	PAIRED	Homo sapiens	10xv2	Yes	SRP275814	Cornea	RNA-Seq_Dev_Cor-Conj_20PCW_	140	Early	NA	Tissue	SRX8884967	NA	SAMN15729600	NA	Eye	NA	NA	RNA-Seq Dev Cor/Conj 20PCW 15183	NA	NA	SRP275814_10xv2_RNA-Seq_Dev_Cor-Conj_20PCW_
SRX8884968	SRR12386357	PAIRED	Homo sapiens	10xv2	Yes	SRP275814	Cornea	RNA-Seq_Dev_Cor-Conj_21PCW_	147	Early	NA	Tissue	SRX8884968	NA	SAMN15729599	NA	Eye	NA	NA	RNA-Seq Dev Cor/Conj 21PCW 15184	NA	NA	SRP275814_10xv2_RNA-Seq_Dev_Cor-Conj_21PCW_
SRX8884969	SRR12386358	PAIRED	Homo sapiens	10xv2	Yes	SRP275814	Cornea	RNA-Seq_Ad_Cor-Conj	Adult	Late	NA	Tissue	SRX8884969	NA	SAMN15729598	NA	Eye	NA	NA	RNA-Seq Ad Cor/Conj 257T	NA	NA	SRP275814_10xv2_RNA-Seq_Ad_Cor-Conj
SRX8884970	SRR12386359	PAIRED	Homo sapiens	10xv2	Yes	SRP275814	Cornea	RNA-Seq_Ad_Cor-Conj	Adult	Late	NA	Tissue	SRX8884970	NA	SAMN15729597	NA	Eye	NA	NA	RNA-Seq Ad Cor/Conj 246Z	NA	NA	SRP275814_10xv2_RNA-Seq_Ad_Cor-Conj
SRX8884971	SRR12386360	PAIRED	Homo sapiens	10xv2	Yes	SRP275814	Cornea	RNA-Seq_Ad_Cor-Conj	Adult	Late	NA	Tissue	SRX8884971	NA	SAMN15729596	NA	Eye	NA	NA	RNA-Seq Ad Cor/Conj 719I	NA	NA	SRP275814_10xv2_RNA-Seq_Ad_Cor-Conj
SRX8884972	SRR12386361	PAIRED	Homo sapiens	10xv2	Yes	SRP275814	Cornea	RNA-Seq_Ad_Cor-Conj	Adult	Late	NA	Tissue	SRX8884972	NA	SAMN15729595	NA	Eye	NA	NA	RNA-Seq Ad Cor/Conj 283P	NA	NA	SRP275814_10xv2_RNA-Seq_Ad_Cor-Conj
SRX8884973	SRR12386362	PAIRED	Homo sapiens	10xv2	Yes	SRP275814	Cornea	RNA-Seq_Ad_Cen_Cor_C	Adult	Late	NA	Tissue	SRX8884973	NA	SAMN15729594	NA	Eye	NA	NA	RNA-Seq Ad Cen Cor C-4046	NA	NA	SRP275814_10xv2_RNA-Seq_Ad_Cen_Cor_C
SRX8884974	SRR12386363	PAIRED	Homo sapiens	10xv2	Yes	SRP275814	Cornea	RNA-Seq_Ad_Limbal_Ring_C	Adult	Late	NA	Tissue	SRX8884974	NA	SAMN15729593	NA	Eye	NA	NA	RNA-Seq Ad Limbal Ring C-4046	NA	NA	SRP275814_10xv2_RNA-Seq_Ad_Limbal_Ring_C
SRS7729953	SRR13075732	PAIRED	Homo sapiens	10xv2	Yes	SRP292721	Trachea	NA	Adult	NA	NA	Tissue	NA	NA	SAMN16523262	NA	Trachea	Male	NA	Trachea_cDNA	NA	NA	SRP292721_10xv2_NA
SRS7729951	SRR13075731	PAIRED	Homo sapiens	10xv2	Yes	SRP292721	Stomach	NA	Adult	NA	NA	Tissue	NA	NA	SAMN16523263	NA	Stomach	Male	NA	Stomach_cDNA	NA	NA	SRP292721_10xv2_NA
SRS7729952	SRR13075730	PAIRED	Homo sapiens	10xv2	Yes	SRP292721	Spleen	NA	Adult	NA	NA	Tissue	NA	NA	SAMN16523264	NA	Spleen	Male	NA	Spleen_cDNA	NA	NA	SRP292721_10xv2_NA
SRS7729950	SRR13075729	PAIRED	Homo sapiens	10xv2	Yes	SRP292721	Small.intestine	NA	Adult	NA	NA	Tissue	NA	NA	SAMN16523265	NA	Small.intestine	Male	NA	Small.intestine_cDNA	NA	NA	SRP292721_10xv2_NA
SRS7729949	SRR13075728	PAIRED	Homo sapiens	10xv2	Yes	SRP292721	Skin	NA	Adult	NA	NA	Tissue	NA	NA	SAMN16523251	NA	Skin	Male	NA	Skin_cDNA	NA	NA	SRP292721_10xv2_NA
SRS7729948	SRR13075727	PAIRED	Homo sapiens	10xv2	Yes	SRP292721	Rectum	NA	Adult	NA	NA	Tissue	NA	NA	SAMN16523252	NA	Rectum	Male	NA	Rectum_cDNA	NA	NA	SRP292721_10xv2_NA
SRS7729947	SRR13075726	PAIRED	Homo sapiens	10xv2	Yes	SRP292721	Muscle	NA	Adult	NA	NA	Tissue	NA	NA	SAMN16523253	NA	Muscle	Male	NA	Muscle_cDNA	NA	NA	SRP292721_10xv2_NA
SRS7729946	SRR13075725	PAIRED	Homo sapiens	10xv2	Yes	SRP292721	Marrow	NA	Adult	NA	NA	Tissue	NA	NA	SAMN16523254	NA	Marrow	Male	NA	Marrow_cDNA	NA	NA	SRP292721_10xv2_NA
SRS7729945	SRR13075724	PAIRED	Homo sapiens	10xv2	Yes	SRP292721	Lymph.node	NA	Adult	NA	NA	Tissue	NA	NA	SAMN16523255	NA	Lymph.node	Male	NA	Lymph.node_cDNA	NA	NA	SRP292721_10xv2_NA
SRS7729944	SRR13075723	PAIRED	Homo sapiens	10xv2	Yes	SRP292721	Liver	NA	Adult	NA	NA	Tissue	NA	NA	SAMN16523256	NA	Liver	Male	NA	Liver_cDNA	NA	NA	SRP292721_10xv2_NA
SRS7729943	SRR13075722	PAIRED	Homo sapiens	10xv2	Yes	SRP292721	Heart	NA	Adult	NA	NA	Tissue	NA	NA	SAMN16523257	NA	Heart	Male	NA	Heart_cDNA	NA	NA	SRP292721_10xv2_NA
SRS7729942	SRR13075721	PAIRED	Homo sapiens	10xv2	Yes	SRP292721	Esophagus	NA	Adult	NA	NA	Tissue	NA	NA	SAMN16523258	NA	Esophagus	Male	NA	Esophagus_cDNA	NA	NA	SRP292721_10xv2_NA
SRS7729941	SRR13075720	PAIRED	Homo sapiens	10xv2	Yes	SRP292721	Common.bile.duct	NA	Adult	NA	NA	Tissue	NA	NA	SAMN16523259	NA	Common.bile.duct	Male	NA	Common.bile.duct_cDNA	NA	NA	SRP292721_10xv2_NA
SRS7729940	SRR13075719	PAIRED	Homo sapiens	10xv2	Yes	SRP292721	Blood	NA	Adult	NA	NA	Tissue	NA	NA	SAMN16523260	NA	Blood	Male	NA	Blood_cDNA	NA	NA	SRP292721_10xv2_NA
SRS7729939	SRR13075718	PAIRED	Homo sapiens	10xv2	Yes	SRP292721	Bladder	NA	Adult	NA	NA	Tissue	NA	NA	SAMN16523261	NA	Bladder	Male	NA	Bladder_cDNA	NA	NA	SRP292721_10xv2_NA
#SRS5055866	SRR9632697	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12201413	NA	Eye	NA	NA	Per_R39_C16	NA	NA	SRP212788_SCRBSeq_P3
#SRS5055865	SRR9632696	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12201414	NA	Eye	NA	NA	Per_R39_C13	NA	NA	SRP212788_SCRBSeq_P3
#SRS5055864	SRR9632695	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12201415	NA	Eye	NA	NA	Per_R39_C12	NA	NA	SRP212788_SCRBSeq_P3
#SRS5055862	SRR9632694	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12201416	NA	Eye	NA	NA	Per_R38_C66	NA	NA	SRP212788_SCRBSeq_P3
#SRS5055863	SRR9632693	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12201417	NA	Eye	NA	NA	Per_R38_C65	NA	NA	SRP212788_SCRBSeq_P3
#SRS5055861	SRR9632692	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12201418	NA	Eye	NA	NA	Per_R38_C64	NA	NA	SRP212788_SCRBSeq_P3
#SRS5055860	SRR9632691	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12201507	NA	Eye	NA	NA	Per_R38_C43	NA	NA	SRP212788_SCRBSeq_P3
#SRS5055858	SRR9632690	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12201508	NA	Eye	NA	NA	Per_R38_C37	NA	NA	SRP212788_SCRBSeq_P3
#SRS5055859	SRR9631697	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12201929	NA	Eye	NA	NA	Mac_R48_C49	NA	NA	SRP212788_SCRBSeq_P3
#SRS5055857	SRR9631696	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12201930	NA	Eye	NA	NA	Mac_R48_C35	NA	NA	SRP212788_SCRBSeq_P3
#SRS5055856	SRR9631695	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12201931	NA	Eye	NA	NA	Mac_R48_C31	NA	NA	SRP212788_SCRBSeq_P3
#SRS5055855	SRR9631694	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12201932	NA	Eye	NA	NA	Mac_R48_C28	NA	NA	SRP212788_SCRBSeq_P3
#SRS5055854	SRR9631693	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12201843	NA	Eye	NA	NA	Mac_R48_C27	NA	NA	SRP212788_SCRBSeq_P3
#SRS5055853	SRR9631692	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12201844	NA	Eye	NA	NA	Mac_R48_C0	NA	NA	SRP212788_SCRBSeq_P3
#SRS5055852	SRR9631691	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12201845	NA	Eye	NA	NA	Mac_R47_C8	NA	NA	SRP212788_SCRBSeq_P3
#SRS5055851	SRR9631690	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12201846	NA	Eye	NA	NA	Mac_R47_C5	NA	NA	SRP212788_SCRBSeq_P3
